Concessionaria;mes_ano;Sentido;Praca;Categoria;Tipo_de_veiculo;Volume_total
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 4;Comercial;34016
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 4;Comercial;33934
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;29056
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;27574
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 04 BR-381/MG km 804,88;Categoria 4;Comercial;28234
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 04 BR-381/MG km 804,88;Categoria 4;Comercial;26200
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 05 BR-381/MG km 733,74;Categoria 4;Comercial;28049
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 05 BR-381/MG km 733,74;Categoria 4;Comercial;25306
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 06 BR-381/MG km 659;Categoria 4;Comercial;24158
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 06 BR-381/MG km 659;Categoria 4;Comercial;23488
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 07 BR-381/MG km 596,935;Categoria 4;Comercial;22534
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 07 BR-381/MG km 596,935;Categoria 4;Comercial;22326
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 08 BR-381/MG km 546;Categoria 4;Comercial;23567
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 08 BR-381/MG km 546;Categoria 4;Comercial;22955
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 5;Passeio;237
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 5;Passeio;234
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 5;Passeio;216
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 5;Passeio;214
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;196
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;196
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 04 BR-381/MG km 804,88;Categoria 5;Passeio;134
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 04 BR-381/MG km 804,88;Categoria 5;Passeio;145
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 05 BR-381/MG km 733,74;Categoria 5;Passeio;125
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 05 BR-381/MG km 733,74;Categoria 5;Passeio;144
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 06 BR-381/MG km 659;Categoria 5;Passeio;127
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 06 BR-381/MG km 659;Categoria 5;Passeio;122
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 07 BR-381/MG km 596,935;Categoria 5;Passeio;114
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 07 BR-381/MG km 596,935;Categoria 5;Passeio;104
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 08 BR-381/MG km 546;Categoria 5;Passeio;183
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 08 BR-381/MG km 546;Categoria 5;Passeio;186
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 6;Comercial;21078
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 6;Comercial;19355
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 6;Comercial;32649
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 6;Comercial;29966
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 6;Comercial;26871
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 6;Comercial;24515
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 04 BR-381/MG km 804,88;Categoria 6;Comercial;25876
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 04 BR-381/MG km 804,88;Categoria 6;Comercial;23210
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 05 BR-381/MG km 733,74;Categoria 6;Comercial;26052
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 05 BR-381/MG km 733,74;Categoria 6;Comercial;22140
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 06 BR-381/MG km 659;Categoria 6;Comercial;19934
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 06 BR-381/MG km 659;Categoria 6;Comercial;20467
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 07 BR-381/MG km 596,935;Categoria 6;Comercial;19130
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 07 BR-381/MG km 596,935;Categoria 6;Comercial;20191
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 08 BR-381/MG km 546;Categoria 6;Comercial;19793
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 08 BR-381/MG km 546;Categoria 6;Comercial;20808
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 7;Comercial;13374
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 7;Comercial;13303
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 7;Comercial;21351
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 7;Comercial;19389
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 7;Comercial;18566
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 7;Comercial;16392
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 04 BR-381/MG km 804,88;Categoria 7;Comercial;17763
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 04 BR-381/MG km 804,88;Categoria 7;Comercial;14373
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 05 BR-381/MG km 733,74;Categoria 7;Comercial;17125
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 05 BR-381/MG km 733,74;Categoria 7;Comercial;13601
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 06 BR-381/MG km 659;Categoria 7;Comercial;14990
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 06 BR-381/MG km 659;Categoria 7;Comercial;12646
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 07 BR-381/MG km 596,935;Categoria 7;Comercial;14647
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 07 BR-381/MG km 596,935;Categoria 7;Comercial;12237
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 08 BR-381/MG km 546;Categoria 7;Comercial;14730
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 08 BR-381/MG km 546;Categoria 7;Comercial;12150
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 8;Comercial;24711
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 8;Comercial;28899
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;43174
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 8;Comercial;47855
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 8;Comercial;39195
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 8;Comercial;45195
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 04 BR-381/MG km 804,88;Categoria 8;Comercial;40241
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 04 BR-381/MG km 804,88;Categoria 8;Comercial;46756
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 05 BR-381/MG km 733,74;Categoria 8;Comercial;38531
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 05 BR-381/MG km 733,74;Categoria 8;Comercial;47241
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 06 BR-381/MG km 659;Categoria 8;Comercial;34235
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 06 BR-381/MG km 659;Categoria 8;Comercial;30859
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 07 BR-381/MG km 596,935;Categoria 8;Comercial;33705
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 07 BR-381/MG km 596,935;Categoria 8;Comercial;29643
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 08 BR-381/MG km 546;Categoria 8;Comercial;32524
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 08 BR-381/MG km 546;Categoria 8;Comercial;29594
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 9;Moto;23027
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 9;Moto;25791
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;8489
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 9;Moto;8932
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 9;Moto;4482
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 9;Moto;4416
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 04 BR-381/MG km 804,88;Categoria 9;Moto;2443
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 04 BR-381/MG km 804,88;Categoria 9;Moto;2507
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 05 BR-381/MG km 733,74;Categoria 9;Moto;2304
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 05 BR-381/MG km 733,74;Categoria 9;Moto;2339
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 06 BR-381/MG km 659;Categoria 9;Moto;2216
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 06 BR-381/MG km 659;Categoria 9;Moto;2241
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 07 BR-381/MG km 596,935;Categoria 9;Moto;3352
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 07 BR-381/MG km 596,935;Categoria 9;Moto;3467
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 08 BR-381/MG km 546;Categoria 9;Moto;3928
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 08 BR-381/MG km 546;Categoria 9;Moto;3974
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Outros;Comercial;16437
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Outros;Comercial;22623
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;27498
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 02 BR-381/SP km 7,30;Outros;Comercial;33275
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 03 BR-381/MG km 902,63;Outros;Comercial;26139
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 03 BR-381/MG km 902,63;Outros;Comercial;32728
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 04 BR-381/MG km 804,88;Outros;Comercial;23275
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 04 BR-381/MG km 804,88;Outros;Comercial;32089
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 05 BR-381/MG km 733,74;Outros;Comercial;20791
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 05 BR-381/MG km 733,74;Outros;Comercial;30411
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 06 BR-381/MG km 659;Outros;Comercial;17555
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 06 BR-381/MG km 659;Outros;Comercial;16857
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 07 BR-381/MG km 596,935;Outros;Comercial;17286
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 07 BR-381/MG km 596,935;Outros;Comercial;16338
AUTOPISTA FERNÃO DIAS;01/02/2023;Crescente;Praça 08 BR-381/MG km 546;Outros;Comercial;16537
AUTOPISTA FERNÃO DIAS;01/02/2023;Decrescente;Praça 08 BR-381/MG km 546;Outros;Comercial;16172
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 1;Passeio;799520
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 1;Passeio;832647
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 1;Passeio;334838
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 1;Passeio;335299
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;197569
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 1;Passeio;195846
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 04 BR-381/MG km 804,88;Categoria 1;Passeio;132042
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 04 BR-381/MG km 804,88;Categoria 1;Passeio;132889
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 05 BR-381/MG km 733,74;Categoria 1;Passeio;123826
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 05 BR-381/MG km 733,74;Categoria 1;Passeio;124375
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 06 BR-381/MG km 659;Categoria 1;Passeio;114277
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 06 BR-381/MG km 659;Categoria 1;Passeio;114600
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 07 BR-381/MG km 596,935;Categoria 1;Passeio;112324
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 07 BR-381/MG km 596,935;Categoria 1;Passeio;113095
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 08 BR-381/MG km 546;Categoria 1;Passeio;137944
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 08 BR-381/MG km 546;Categoria 1;Passeio;140200
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 2;Comercial;64974
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 2;Comercial;64944
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 2;Comercial;46464
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 2;Comercial;47674
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;32277
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 2;Comercial;32447
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 04 BR-381/MG km 804,88;Categoria 2;Comercial;24779
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 04 BR-381/MG km 804,88;Categoria 2;Comercial;26693
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 05 BR-381/MG km 733,74;Categoria 2;Comercial;23184
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 05 BR-381/MG km 733,74;Categoria 2;Comercial;23870
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 06 BR-381/MG km 659;Categoria 2;Comercial;20965
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 06 BR-381/MG km 659;Categoria 2;Comercial;22250
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 07 BR-381/MG km 596,935;Categoria 2;Comercial;20701
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 07 BR-381/MG km 596,935;Categoria 2;Comercial;21865
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 08 BR-381/MG km 546;Categoria 2;Comercial;22992
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 08 BR-381/MG km 546;Categoria 2;Comercial;24382
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 3;Passeio;2103
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 3;Passeio;2036
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 3;Passeio;1532
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 3;Passeio;1413
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;1201
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 3;Passeio;1124
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 04 BR-381/MG km 804,88;Categoria 3;Passeio;1082
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 04 BR-381/MG km 804,88;Categoria 3;Passeio;953
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 05 BR-381/MG km 733,74;Categoria 3;Passeio;1007
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 05 BR-381/MG km 733,74;Categoria 3;Passeio;937
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 06 BR-381/MG km 659;Categoria 3;Passeio;1027
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 06 BR-381/MG km 659;Categoria 3;Passeio;915
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 07 BR-381/MG km 596,935;Categoria 3;Passeio;872
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 07 BR-381/MG km 596,935;Categoria 3;Passeio;746
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 08 BR-381/MG km 546;Categoria 3;Passeio;1127
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 08 BR-381/MG km 546;Categoria 3;Passeio;1048
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 4;Comercial;39218
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 4;Comercial;43264
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 4;Comercial;41848
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 4;Comercial;40666
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;35730
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 4;Comercial;33051
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 04 BR-381/MG km 804,88;Categoria 4;Comercial;33786
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 04 BR-381/MG km 804,88;Categoria 4;Comercial;30671
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 05 BR-381/MG km 733,74;Categoria 4;Comercial;33109
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 05 BR-381/MG km 733,74;Categoria 4;Comercial;29905
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 06 BR-381/MG km 659;Categoria 4;Comercial;27979
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 06 BR-381/MG km 659;Categoria 4;Comercial;27647
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 07 BR-381/MG km 596,935;Categoria 4;Comercial;26173
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 07 BR-381/MG km 596,935;Categoria 4;Comercial;26202
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 08 BR-381/MG km 546;Categoria 4;Comercial;27367
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 08 BR-381/MG km 546;Categoria 4;Comercial;27335
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 5;Passeio;259
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 5;Passeio;265
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 5;Passeio;320
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 5;Passeio;254
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;225
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 5;Passeio;224
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 04 BR-381/MG km 804,88;Categoria 5;Passeio;183
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 04 BR-381/MG km 804,88;Categoria 5;Passeio;186
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 05 BR-381/MG km 733,74;Categoria 5;Passeio;160
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 05 BR-381/MG km 733,74;Categoria 5;Passeio;168
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 06 BR-381/MG km 659;Categoria 5;Passeio;162
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 06 BR-381/MG km 659;Categoria 5;Passeio;161
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 07 BR-381/MG km 596,935;Categoria 5;Passeio;161
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 07 BR-381/MG km 596,935;Categoria 5;Passeio;135
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 08 BR-381/MG km 546;Categoria 5;Passeio;217
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 08 BR-381/MG km 546;Categoria 5;Passeio;199
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 6;Comercial;26433
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 6;Comercial;23832
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 6;Comercial;39895
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 6;Comercial;36240
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 03 BR-381/MG km 902,63;Categoria 6;Comercial;32514
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 03 BR-381/MG km 902,63;Categoria 6;Comercial;29710
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 04 BR-381/MG km 804,88;Categoria 6;Comercial;31915
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 04 BR-381/MG km 804,88;Categoria 6;Comercial;27695
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 05 BR-381/MG km 733,74;Categoria 6;Comercial;31481
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 05 BR-381/MG km 733,74;Categoria 6;Comercial;26762
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 06 BR-381/MG km 659;Categoria 6;Comercial;23274
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 06 BR-381/MG km 659;Categoria 6;Comercial;24671
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 07 BR-381/MG km 596,935;Categoria 6;Comercial;22317
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 07 BR-381/MG km 596,935;Categoria 6;Comercial;24236
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 08 BR-381/MG km 546;Categoria 6;Comercial;23027
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 08 BR-381/MG km 546;Categoria 6;Comercial;25069
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 7;Comercial;16788
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80;Categoria 7;Comercial;15951
AUTOPISTA FERNÃO DIAS;01/03/2023;Crescente;Praça 02 BR-381/SP km 7,30;Categoria 7;Comercial;26934
AUTOPISTA FERNÃO DIAS;01/03/2023;Decrescente;Praça 02 BR-381/SP km 7,30;Categoria 7;Comercial;23018
